ALLOY,STRUCTURE (By OVITO),POTCAR_USED,Lattice parameter a (Å),%Change_X (%),%Change_Y (%),%Change_Z (%),FERMI_ENERGY (eV),NEF_Total (states/eV/atom),ELEMENT_1_NEF,ELEMENT_2_NEF,Elements_PDOS_columns,PDOS_Column_list,Bonding_Area (states·eV),Antibonding_Area (states·eV),D_band_center (eV),D_band_center_Type,W_present,Mo_present,Ta_present,Nb_present,V_present,Cr_present,Fe_present,Li_present,K_present,Rb_present,Cs_present,Ba_present,Ra_present,Ca_present,Sr_present,Rh_present,Ir_present,Ni_present,Pd_present,Pt_present,Cu_present,Ag_present,Au_present,Al_present,Ne_present,Ar_present,Kr_present,Xe_present,Be_present,Mg_present,Sc_present,Y_present,Ti_present,Zr_present,Hf_present,Tc_present,Re_present,Ru_present,Os_present,Co_present,Zn_present,Cd_present,He_present,W_comp,Mo_comp,Ta_comp,Nb_comp,V_comp,Cr_comp,Fe_comp,Li_comp,K_comp,Rb_comp,Cs_comp,Ba_comp,Ra_comp,Ca_comp,Sr_comp,Rh_comp,Ir_comp,Ni_comp,Pd_comp,Pt_comp,Cu_comp,Ag_comp,Au_comp,Al_comp,Ne_comp,Ar_comp,Kr_comp,Xe_comp,Be_comp,Mg_comp,Sc_comp,Y_comp,Ti_comp,Zr_comp,Hf_comp,Tc_comp,Re_comp,Ru_comp,Os_comp,Co_comp,Zn_comp,Cd_comp,He_comp,Structure_individual_BCC,Structure_individual_FCC,Structure_individual_HCP
Pt6W48,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Pt 04Feb2005,3.1838820615778194,0.1440669278701947,-0.287815761,0.14374883329787616,11.08002,0.42482987654320986,0.068759774,0.35607010288065843,Element1:Pt_all;Element2:W_all,W_all;Pt_all,3.0420280353703704,2.6091981639814814,-1.157409767,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Pt8W46,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Pt 04Feb2005,3.1832308950725356,0.5765342525216237,-0.538175648,-0.038358605,11.06043,0.5046532510288065,0.095909177,0.40874407407407404,Element1:Pt_all;Element2:W_all,W_all;Pt_all,3.0976623044444445,2.7509115149074073,-1.157217851,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Pt10W44,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Pt 04Feb2005,3.182202791608535,-1.528066426,0.7355435395159531,0.7925228868956092,11.034272,0.5355836213991769,0.11778010288065843,0.41780351851851855,Element1:Pt_all;Element2:W_all,W_all;Pt_all,3.1628067087962966,2.883242346203704,-1.142522773,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Pt12W42,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Pt 04Feb2005,3.180243253953021,-2.371450314,1.6698796875784274,0.7015706268116517,11.061684,0.5199455925925927,0.11877124074074075,0.40117435185185185,Element1:Pt_all;Element2:W_all,W_all;Pt_all,3.207374743,3.0295997337037033,-1.156876645,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Re2W52,bcc,PAW_PBE W_sv_GW 23Mar2010; PAW_PBE Re_sv_GW 23Mar2010,3.1733861928249514,0,0,-1.87E-14,12.531643,0.33341395833333337,0.016076875000000004,0.3173370833333334,Element1:Re_all;Element2:W_all,W_all;Re_all,2.5894098253703706,3.6704478168518513,0.071368424,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,96.296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,1,0,1
Re4W50,bcc,PAW_PBE W_sv_GW 23Mar2010; PAW_PBE Re_sv_GW 23Mar2010,3.1703551188641805,0.01125643,-0.007850102,-0.003406328,12.612395,0.3771816898148149,0.039002986,0.3381787037037038,Element1:Re_all;Element2:W_all,W_all;Re_all,2.5985132878703703,3.6738456724074076,-0.02535629,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,92.592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407,0,0,0,0,0,0,1,0,1
Re8W46,bcc,PAW_PBE W_sv_GW 23Mar2010; PAW_PBE Re_sv_GW 23Mar2010,3.1648463102482767,-0.006526515,0.007901062,-0.001374547,12.730622,0.4180532638888889,0.093799514,0.32425375,Element1:Re_all;Element2:W_all,W_all;Re_all,2.631867939722222,3.684735578,-0.158137614,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.814815,0,0,0,0,0,0,1,0,1
Re10W44,bcc,PAW_PBE W_sv_GW 23Mar2010; PAW_PBE Re_sv_GW 23Mar2010,3.1622760216839616,0.001593602,-0.010159443,0.00856584,12.784039,0.5015530787037037,0.13194393518518518,0.36960914351851853,Element1:Re_all;Element2:W_all,W_all;Re_all,2.6465002859259252,3.6883345433333337,-0.224919027,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81.481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.518519,0,0,0,0,0,0,1,0,1
Rh2W52,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Rh_pv 25Jan2005,3.181920728597776,-0.009754273,0.004877136,0.004877136,11.12146,0.40873335390946497,0.051899012,0.35683434156378596,Element1:Rh_all;Element2:W_all,W_all;Rh_all,3.0428761790740744,3.6532193088888896,0.008424748,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Rh4W50,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Rh_pv 25Jan2005,3.1784951409196234,0.045341175584281065,0.049287373,-0.094628549,11.081136,0.512824609,0.10331930041152265,0.4095053086419753,Element1:Rh_all;Element2:W_all,W_all;Rh_all,3.1090534284259257,3.561669600833333,-0.00514944,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Rh6W48,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Rh_pv 25Jan2005,3.174349439499893,-0.084359459,0.093782994,-0.009423535,11.077279,0.5276476337448559,0.12608002057613169,0.40156761316872425,Element1:Rh_all;Element2:W_all,W_all;Rh_all,3.240148691574074,3.495128598518519,-0.073101271,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Rh8W46,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Rh_pv 25Jan2005,3.170292656471776,-0.324217702,0.27608766213784747,0.04813004,11.100427,0.5497919958847737,0.14557788065843622,0.4042141152263375,Element1:Rh_all;Element2:W_all,W_all;Rh_all,3.3124731282407414,3.434897844629629,-0.163412291,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Rh10W44,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Rh_pv 25Jan2005,3.166270464022416,0.22679262442230266,0.3374057521070233,-0.564198377,11.087119,0.6056177983539095,0.19200271604938274,0.41361508230452676,Element1:Rh_all;Element2:W_all,W_all;Rh_all,3.410468366481481,3.358982382,-0.227132726,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.518519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Ru2W52,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Ru_pv 28Jan2005,3.1807805708690378,0.028129082,-0.014064541,-0.014064541,11.204011,0.4989878806584362,0.075778827,0.42320905349794236,Element1:Ru_all;Element2:W_all,W_all;Ru_all,2.9626257237037037,3.712682843,0.010147597,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,96.296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.703704,0,0,0,0,0,1,0,1
Ru4W50,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Ru_pv 28Jan2005,3.176602973802721,0.012336178699370821,-0.067866452,0.055530272820805096,11.220869,0.48812382716049385,0.10998012345679012,0.37814370370370376,Element1:Ru_all;Element2:W_all,W_all;Ru_all,3.0326357140740736,3.652169137592593,-0.021072337,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407407,0,0,0,0,0,1,0,1
Ru6W48,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Ru_pv 28Jan2005,3.172279950395576,0.077824417,-0.070477191,-0.007347226,11.256254,0.49980808641975305,0.13319890946502055,0.3666091769547325,Element1:Ru_all;Element2:W_all,W_all;Ru_all,3.090700153333333,3.619809245,-0.061593085,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,88.888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.111111,0,0,0,0,0,1,0,1
Ru8W46,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Ru_pv 28Jan2005,3.167691429872217,-0.25583546,0.1775138917024833,0.078321568,11.271897,0.514151646,0.15890430041152262,0.3552473456790124,Element1:Ru_all;Element2:W_all,W_all;Ru_all,3.1727793281481484,3.5820107394444447,-0.094218133,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,85.185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.814815,0,0,0,0,0,1,0,1
Ru10W44,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Ru_pv 28Jan2005,3.1629494770538216,0.23812173250832014,-0.225049621,-0.013072112,11.319502,0.5791982921810699,0.20095018518518518,0.37824810699588474,Element1:Ru_all;Element2:W_all,W_all;Ru_all,3.232292909074074,3.5522890129629636,-0.148396892,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81.481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.518519,0,0,0,0,0,1,0,1
Ru12W42,bcc,PAW_PBE W_sv 04Sep2015; PAW_PBE Ru_pv 28Jan2005,3.1587245846108796,0.22837598382895993,0.23507708534540292,-0.463453069,11.340992,0.6287193004115227,0.24713711934156382,0.38158218106995884,Element1:Ru_all;Element2:W_all,W_all;Ru_all,3.301808401296296,3.5243919180555556,-0.181828846,PDOS_USER_D.dat (all atoms),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,77.777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.222222,0,0,0,0,0,1,0,1
W36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ir1Mo17W18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ir2Mo17W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ir3Mo16W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ir4Mo16W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ir5Mo15W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ir6Mo15W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Os1W18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Os2W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Os3W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Os4W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Os5W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Os6W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Pd1W18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Pd2W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Pd3W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Pd4W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Pd5W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Pd6W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Pt1W18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Pt2W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Pt3W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Pt4W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Pt5W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Pt6W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Rh1W18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Rh2W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Rh3W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Rh4W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Rh5W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Rh6W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Ru1W18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo17Ru2W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Ru3W17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo16Ru4W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Ru5W16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo15Ru6W15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,